provider_id,code_basins,provider_country,country_code,provider_name,license_redistribution,platform,num_stations,start_date,end_date,website,source_license,source_streamflow,source_gauges_infos,references,observations
HR_DHZ,HR,CROATIA,HR,Croatian Meteorological and Hydrological Service (DHZ),-,Website,,,,https://hidro.dhz.hr/,https://meteo.hr/proizvodi.php?section=katalog_zahtjevi&param=zahtjev_podaci_usluge,https://hidro.dhz.hr/,https://hidro.dhz.hr/,DHZ. Croatian Meteorological and Hydrological Service. https://hidro.dhz.hr/ (last access: 08 Oct 2023).,
HU_CONTACTFORM,HU,HUNGARY,HU,General Directorate of Water Managment (OVF),Processed data can be published,Contact form,,,,https://ovf.hu,https://ovf.hu/kozerdeku/adatigenyles,https://ovf.hu/kozerdeku/adatigenyles,https://ovf.hu/kozerdeku/adatigenyles,OVF. General Directorate of Water Management. https://ovf.hu/kozerdeku/adatigenyles (data received: 18 Aug 2023).,
HU_GRDC,HUGR,HUNGARY,HU,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
IE_EPA,IEEP,IRELAND,IE,Environmental Protection Agency (EPA),CC BY 4.0,Website,,,,https://epawebapp.epa.ie,https://epawebapp.epa.ie/hydronet/#Disclaimer,https://epawebapp.epa.ie/hydronet/#Flow,https://epawebapp.epa.ie/hydronet/#Flow,"EPA. Environmental Protection Agency, Ireland. https://epawebapp.epa.ie/hydronet/#Flow (last access: 27 Jun 2023).",
IE_OPW,IEOP,IRELAND,IE,Office of Public Works (OPW),CC BY 4.0,Website,,,,https://waterlevel.ie,https://waterlevel.ie/faq/#license,https://waterlevel.ie/hydro-data,https://waterlevel.ie/hydro-data,"OPW. Office of Public Works, Ireland. https://waterlevel.ie/hydro-data (last access: 27 Jun 2023).",
IS_GRDC,ISGR,ICELAND,IS,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
IT_ABR_CONTACTFORM,ITAB,ITALY,IT,"Centro Funzionale e Ufficio Idrologia, Idrografico, Mareografico- Agenzia di Protezione Civile della Regione Abruzzo",No-redistribution,Contact form,,,,https://www.regione.abruzzo.it,-,https://www.regione.abruzzo.it/content/annali-idrologici,https://www.regione.abruzzo.it/content/annali-idrologici,"APC Abruzzo. Centro Funzionale e Ufficio Idrologia, Idrografico, Mareografico: Agenzia di Protezione Civile della Regione Abruzzo, Italy (data received: 02 August 2023).",
IT_EMI,ITEM,ITALY,IT,Agenzia Prevenzione Ambiente Energia - Emilia-Romagna (ARPAE-Emilia-Romagna),-,Website,,,,https://simc.arpae.it/dext3r/,-,https://simc.arpae.it/dext3r/,https://www.arpae.it/it/temi-ambientali/meteo/report-meteo/annali-idrologici,"ARPAE Emilia-Romagna. Agenzia Prevenzione Ambiente Energia - Emilia-Romagna, Italy. https://simc.arpae.it/dext3r/  (last access: 04 Nov 2023).",
IT_GRDC,ITGR,ITALY,IT,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
IT_ISPRA,ITIS,ITALY,IT,Institute Superiore per la Protezione e la Ricerca Ambientale (ISPRA),-,Website,,,,http://www.hiscentral.isprambiente.gov.it/hiscentral/,-,http://www.hiscentral.isprambiente.gov.it/hiscentral/hydromap.aspx?map=obsclient,http://www.hiscentral.isprambiente.gov.it/hiscentral/hydromap.aspx?map=obsclient,"ISPRA. Institute Superiore per la Protezione e la Ricerca Ambientale, Italy. http://www.hiscentral.isprambiente.gov.it/hiscentral/hydromap.aspx?map=obsclient, (last access: 30 December 2023).","The users should click on the gauges in the map and select ""More Info"" to download the data. Howerver, at the moment of this publication the website shows the ""StartDate"" as the same as the ""EndDate"", which we assume is a mistake. To download users should (1) click in ""More Info""; (2) when redirected to the next page users can alter the URL by deleting the part with ""startDate"" and ""endDate"" (""&startDate=XXXX-XX-XX&endDateXXXX-XX-XX"". (3) after refresh the page, users will have access to the full time-series. "
IT_LIG_CONTACTFORM,ITLI,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Liguria (ARPA-Liguria),No-redistribution,Contact form,,,,https://www.arpal.liguria.it,-,https://www.arpal.liguria.it/arpal/contatti.html,https://www.arpal.liguria.it/arpal/contatti.html,"ARPAL Liguria. Agenzia Regionale per la Protezione dell Ambiente - Liguria, Italy. https://www.arpal.liguria.it (data received: 08 Jun 2023).",
IT_LOM,ITLW,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Lombardia (ARPA-Lombardia) - Website,-,Website,,,,https://idro.arpalombardia.it/manual/dati_storici.html,-,https://idro.arpalombardia.it/manual/dati_storici.html,https://idro.arpalombardia.it/it/map/sidro/,"ARPA Lombardia. Agenzia Regionale per la Protezione dell Ambiente - Lombardia, Italy. https://idro.arpalombardia.it/manual/dati_storici.html (last access: 24 May 2023).",
IT_LOM_CONTACTFORM,ITLC,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Lombardia (ARPA-Lombardia) - Contact form,No-redistribution,Contact form,,,,https://idro.arpalombardia.it,-,https://idro.arpalombardia.it/it/map/sidro/#,https://idro.arpalombardia.it/it/map/sidro/,"ARPA Lombardia. Agenzia Regionale per la Protezione dell Ambiente - Lombardia, Italy. (data received: 17 Jun 2023).",
IT_PIE,ITPI,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Piemonte (ARPA-Piemonte),CC BY 4.0,Website,,,,https://www.arpa.piemonte.it,https://www.arpa.piemonte.it/note-legali,https://www.arpa.piemonte.it/rischi_naturali/snippets_arpa_graphs/map_meteoweb/?rete=stazione_meteorologica,https://www.arpa.piemonte.it/rischi_naturali/snippets_arpa_graphs/map_sensori/,"ARPA Piemonte. Agenzia Regionale per la Protezione dell Ambiente - Piemonte, Italy. https://www.arpa.piemonte.it/ rischi_naturali/snippets_arpa_graphs/map_meteoweb/?rete= stazione_meteorologica (last access: 22 May 2023).",
IT_SAR,ITSA,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Sardegna (ARPA-Sardegna),-,Website,,,,https://www.sardegnaambiente.it,https://www.sardegnaambiente.it/index.php?xsl=621&s=21&v=9&c=4624&nodesc=1,https://www.sardegnaambiente.it/index.php?xsl=611&s=21&v=9&c=93749&na=1&n=10,https://www.sardegnaambiente.it/index.php?xsl=611&s=21&v=9&c=93749&na=1&n=10,"ARPA Sardegna. Agenzia Regionale per la Protezione dell Ambiente - Sardegna, Italy. https://www.sardegnaambiente.it/index.php?xsl=611&s=21&v=9&c=93749&na=1&n=10 (last access: 30 December 2023).",
IT_TOS,ITTO,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Toscana (ARPA-Toscana),-,Website,,,,http://www.sir.toscana.it,-,http://www.sir.toscana.it/consistenza-rete,http://www.sir.toscana.it/index.php?IDS=8&IDSS=38,"ARPA Toscana. Agenzia Regionale per la Protezione dell Ambiente - Toscana, Italy. http://www.sir.toscana.it/consistenza-rete (last access: 16 Jun 2023).",
IT_TRE,ITTR,ITALY,IT,Servizio Prevenzioni Rischi Ufficio Dighe - Trentino-Alto Adige Trento (SPRUD-Trentino),CC BY 4.0,Website,,,,https://www.floods.it/public/homepage.php,https://www.floods.it/public/DatiStorici.php,https://www.floods.it/public/DatiStorici.php,https://www.meteotrentino.it/index.html#!/content?menuItemDesktop=80,"SPRUD Trentino. Servizio Prevenzioni Rischi Ufficio Dighe - Trentino-Alto Adige Trento, Italy. https://www.floods.it/public/DatiStorici.php (last access: 24 May 2023).",
IT_UMB,ITUM,ITALY,IT,Agenzia Regionale per la Protezione dell Ambiente - Umbria (ARPA-Umbria),-,Website,,,,https://annali.regione.umbria.it,-,https://annali.regione.umbria.it,https://servizioidrografico.regione.umbria.it/stazione/; https://servizioidrografico.regione.umbria.it/pubblicazioni/,"ARPA Umbria. Agenzia Regionale per la Protezione dell Ambiente - Umbria, Italy. https://annali.regione.umbria.it (last access: 22 May 2023).",
IT_VAL,ITVA,ITALY,IT,Centro Funzionale Regione Autonoma Valle d'Aosta,-,Website,,,,https://presidi2.regione.vda.it/str_dataview_download,-,https://presidi2.regione.vda.it/str_dataview_download,https://presidi2.regione.vda.it/str_dataview_download,"CFRA Valle d’Aosta. Centro Funzionale Regione Autonoma Valle d’Aosta, Italy. https://presidi2.regione.vda.it/str_dataview_download (last access: 19 May 2023).",
IT_VEN,ITVE,ITALY,IT,Agenzia Regionale per la Prevenzione e Protezione Ambientale del Veneto (ARPAV-Veneto),No-redistribution,Contact form,,,,https://www.arpa.veneto.it,-,https://www.arpa.veneto.it,https://www.arpa.veneto.it/temi-ambientali/idrologia/dati/portate-e-livelli-idrometrici,"ARPAV Veneto. Agenzia Regionale per la Prevenzione e Protezione Ambientale del Veneto, Italy. https://www.arpa.veneto.it/ (data received: 30 Jun 2023).",
LT_GRDC,LTGR,LITHUANIA,LT,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
LU_CONTACTFORM,LU,LUXEMBURG,LU,The National Geoportal of the Grand-Dutchy of Luxembourg (NGGL),-,Contact form,,,,https://map.geoportail.lu,https://www.geoportail.lu/en/about-us/terms-conditions/,https://map.geoportail.lu/theme/eau?version=3&zoom=11&X=711893&Y=6404363&lang=en&rotation=0&layers=655-749&opacities=1-1&bgLayer=topo_bw_jpeg&time=--&crosshair=false,https://map.geoportail.lu/theme/eau?version=3&zoom=11&X=711893&Y=6404363&lang=en&rotation=0&layers=655-749&opacities=1-1&bgLayer=topo_bw_jpeg&time=--&crosshair=false,NGGL. The National Geoportal of the Grand-Dutchy of Luxembourg. https://map.geoportail.lu (data received: 13 Mar 2023).,
LV_GRDC,LVGR,LATVIA,LV,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
MD_GRDC,MDGR,MOLDOVA,MD,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
MK_GRDC,MKGR,NORTH MACEDONIA,MK,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
NI_NRFA,NI,NORTHERN IRELAND,NI,National River flow Archive (NRFA) – UK Centre for Ecology & Hydrology,No-redistribution,Website,,,,https://nrfa.ceh.ac.uk,https://eidc.ceh.ac.uk/licences/nrfa-data-terms-and-conditions-for-api-access-to-time-series-data-and-metadata/plain,https://nrfaapps.ceh.ac.uk/nrfa/nrfa-api.html,https://nrfaapps.ceh.ac.uk/nrfa/nrfa-api.html,"NRFA. National River Flow Archive API, United Kingdom.  https://nrfaapps.ceh.ac.uk/nrfa/nrfa-api.html (last access: 07 Jul 2023).","The user can either use an API, or the online portal for the data download. The API is a easier way to download data from many stations at once. "
NL_RWS,NL,NETHERLANDS,NL,Rijkswaterstaat waterinfo (RWS),CC0,Website,,,,https://waterinfo.rws.nl,https://waterinfo.rws.nl/#/copyright,https://waterinfo.rws.nl/#/publiek/waterafvoer,https://waterinfo.rws.nl/#/publiek/waterafvoer,"RWS. Rijkswaterstaat waterinfo, The Netherlands. https://waterinfo.rws.nl/#/publiek/waterafvoer (last access: 07 Dec 2023).",
NO_NVE,NO,NORWAY,NO,Norwegian Water Resources and Energy Directorate (NVE),NLOD,Website,,,,https://seriekart.nve.no,https://data.norge.no/nlod/no,https://seriekart.nve.no,https://seriekart.nve.no,"NVE. Norwegian Water Resources and Energy Directorate, Norway. https://seriekart.nve.no (last access: 10 Jul 2023).",
PL_IMGW,PL,POLAND,PL,Institute of Meteorology and Water Management (IMGW),-,Website,,,,https://danepubliczne.imgw.pl,https://danepubliczne.imgw.pl/regulations,https://danepubliczne.imgw.pl/introduction,https://danepubliczne.imgw.pl/introduction,"IMGW-PIB. Institute of Meteorology and Water Management - National Research Institute, Warszawa, Poland. https://danepubliczne.imgw.pl/introduction (last access: 30 Dec 2023).",
PT_SNIRH,PT,PORTUGAL,PT,Sistema nacional de Informacao de Recursos Hidricos (SNIRH),-,Website,,,,https://snirh.apambiente.pt,-,https://snirh.apambiente.pt/index.php?idMain=2&idItem=1,https://snirh.apambiente.pt/index.php?idMain=2&idItem=1,"SNIRH. Sistema Nacional de Informação de Recursos Hídricos: Dados de Base, Portugal. https://snirh.apambiente.pt/index.php?idMain=2&idItem=1 (last access: 11 Apr 2023).","One should click: ""Dados de Base"" > ""Monitorizacao"" > ""Redes"" > ""Hidrometrica"" > ""Aplicar filtros"". Then one should select the stations, then click in ""Selecionar Estacoes"" > ""Validar Lista"". Then one should select ""Nivel Medio Diario"" (= Mean daily streamflow). Then click in ""Guardar Dados"" and download the data in CSV-file. Notice that one can currently select up to 50 stations to download at a time. For stations metadata one can simply click in ""Caracteristicas das Estacoes"" in the lower right and download the CSV-file. "
RO_GRDC,ROGR,ROMANIA,RO,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
RS_RHMS,RS,SERBIA,RS,Republic Hydrometeorological Service of Serbia (RHMS),-,Website,,,,https://www.hidmet.gov.rs,Hydrological yearbooks,https://www.hidmet.gov.rs/latin/hidrologija/povrsinske_godisnjaci.php,https://www.hidmet.gov.rs/latin/hidrologija/povrsinske_godisnjaci.php,RHSS. Republic Hydrometeorological Service of Serbia. https://www.hidmet.gov.rs/latin/hidrologija/povrsinske_godisnjaci.php (last access: 23 Jun 2023).,
RU_GRDC,RUGR,RUSSIA,RU,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
SE_SMHI,SE,SWEDEN,SE,Swedish Meteorological and Hydrological Institute (SMHI),CC BY 4.0,Website,,,,https://www.smhi.se,https://www.smhi.se/data/oppna-data/villkor-for-anvandning-1.30622,"https://www.smhi.se/data/hydrologi/ladda-ner-hydrologiska-observationer#param=waterdischargeDaily,stations=core","https://www.smhi.se/data/hydrologi/ladda-ner-hydrologiska-observationer#param=waterdischargeDaily,stations=core","SMHI. Swedish Meteorological and Hydrological Institute, Sweden. https://www.smhi.se/data/hydrologi/ladda-ner-hydrologiska-observationer#param=waterdischargeDaily,stations=core (last access: 30 Dec 2023).",
SI_ARSO,SI,SLOVENIA,SI,Agencija Republike Slovenije za Okolje (ARSO),-,Website,,,,https://vode.arso.gov.si,https://vode.arso.gov.si/hidarhiv/pov_arhiv_tab.php?p_vodotok=Bača&p_postaja=8500&p_leto=1940&b_arhiv=Prikaži,https://vode.arso.gov.si/hidarhiv/,https://vode.arso.gov.si/hidarhiv/,"ARSO. Agencija Republike Slovenije za Okolje, Ljubljana, Slovenia. https://vode.arso.gov.si/hidarhiv/ (last access: 23 Jun 2023).",
SK_GRDC,SKGR,SLOVAKIA,SK,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
TR_GRDC,TRGR,TURKEY,TR,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",
UA_GRDC,UAGR,UKRAINE,UA,Global Runoff Data Center (GRDC),No-redistribution,Website,,,,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN/01_GRDC/12_plcy/data_policy.html?nn=2862854,https://www.bafg.de/GRDC/EN,https://www.bafg.de/GRDC/EN,"GRDC. Global Runoff Data Center: River discharge data. Federal Institute of Hydrology, 56068 Koblenz, Germany. https://www.bafg.de/GRDC (last access: 16 Feb 2024).",